time,q
0.0,0.0
0.01,0.01999733397315051
0.02,0.03997868712329011
0.029999999999999999,0.05992815512120786
0.040000000000000001,0.0798299857122371
0.050000000000000003,0.09966865249116197
0.059999999999999998,0.11942892601833843
0.070000000000000007,0.13909594148207127
0.080000000000000002,0.15865526218640147
0.089999999999999997,0.17809293823119732
0.10000000000000001,0.19739555984988066
0.11,0.21655030497608918
0.12,0.23554498072086338
0.13,0.2543680585532657
0.14000000000000001,0.27300870308671055
0.14999999999999999,0.2914567944778672
0.16,0.30970294454245606
0.17000000000000001,0.3277385067805554
0.17999999999999999,0.345555580581712
0.19,0.3631470099461761
0.20000000000000001,0.3805063771123649
0.20999999999999999,0.397627991522129
0.22,0.41450687458478574
0.23000000000000001,0.4311387407187821
0.23999999999999999,0.4475199751571697
0.25,0.4636476090008059
0.26000000000000001,0.4795192919925959
0.27000000000000002,0.4951332634684038
0.28000000000000003,0.510488321916776
0.28999999999999998,0.5255837935516101
0.29999999999999999,0.540419500270584
0.31,0.5549957273385865
0.32000000000000001,0.5693131911006617
0.33000000000000002,0.5833730069938561
0.34000000000000002,0.5971766580926772
0.35000000000000003,0.6107259643892087
0.35999999999999999,0.6240230529767568
0.37,0.6370703292756836
0.38,0.6498704494119475
0.39000000000000001,0.6624262938331511
0.40000000000000002,0.6747409422235527
0.41000000000000003,0.6868176497586456
0.41999999999999998,0.698659824721463
0.42999999999999999,0.7102710074866863
0.44,0.7216548508647613
0.45000000000000001,0.7328151017865066
0.46000000000000002,0.74375558429886
0.47000000000000003,0.7544801838344054
0.47999999999999998,0.7649928327109101
0.48999999999999999,0.7752974968121262
0.5,0.7853981633974481
0.51000000000000001,0.7952988299854364
0.52000000000000002,0.8050034942546529
0.53000000000000003,0.8145161449044872
0.54000000000000004,0.8238407534186363
0.55000000000000004,0.8329812666744314
0.56000000000000005,0.8419416003422658
0.57000000000000006,0.8507256330207998
0.57999999999999996,0.8593372010553881
0.58999999999999997,0.8677800939891387
0.59999999999999998,0.8760580505981935
0.60999999999999999,0.884174755465111
0.62,0.8921338360465836
0.63,0.8999388601941297
0.64000000000000001,0.9075933340888029
0.65000000000000002,0.9151007005533605
0.66000000000000003,0.9224643377076358
0.67000000000000004,0.9296875579351908
0.68000000000000005,0.9367736071314744
0.69000000000000006,0.9437256642058784
0.70000000000000007,0.950546840812075
0.70999999999999996,0.9572401812829797
0.71999999999999997,0.9638086627484886
0.72999999999999998,0.9702551954158889
0.73999999999999999,0.9765826229944625
0.75,0.982793723247329
0.76000000000000001,0.988891208655011
0.77000000000000002,0.9948777271765434
0.78000000000000003,1.000755863095186
0.79000000000000004,1.0065281379369648
0.80000000000000004,1.012197011451334
0.81000000000000005,1.0177648826442558
0.82000000000000006,1.023234090854899
0.83000000000000007,1.0286069168680176
0.83999999999999997,1.033885584054851
0.84999999999999998,1.0390722595360913
0.85999999999999999,1.044169055361146
0.87,1.0491780296985096
0.88,1.0541011880326194
0.89000000000000001,1.0589404843630725
0.90000000000000002,1.0636978224025597
0.91000000000000003,1.068375056770266
0.92000000000000004,1.0729739941778957
0.93000000000000005,1.0774963946058174
0.94000000000000006,1.0819439724671482
0.95000000000000007,1.0863183977578732
0.95999999999999996,1.0906212971913696
0.96999999999999997,1.094854255315938
0.97999999999999998,1.0990188156141463
0.98999999999999999,1.1031164815829968
