time,q,dx
0.16306678464785085,0.99999931374902662,0.001
0.15990754564153847,0.99999890623167098,0.002
0.15689937787552036,0.99999836255233432,0.0030000000000000001
0.15403505729375061,0.99999765873004109,0.0040000000000000001
0.1513077052863824,0.99999676845593222,0.0050000000000000001
0.14871077217092105,0.99999566297678433,0.0060000000000000001
0.14623802146328962,0.9999943109756948,0.0070000000000000001
0.14388351490103435,0.99999267844990414,0.0080000000000000002
0.14164159818270355,0.9999907285857399,0.0090000000000000011
0.1395068873891534,0.99998842163066171,0.010000000000000002
0.13747425605417121,0.99998571476238785,0.010999999999999999
0.1355388228533673,0.99998256195508639,0.012
0.13369593988176981,0.99997891384261806,0.013000000000000001
0.13194118149197201,0.99997471757880907,0.014000000000000002
0.13027033366602642,0.99996991669474888,0.014999999999999999
0.12867938389556322,0.99996445095309483,0.016
0.12716451154583,0.99995825619937784,0.017000000000000001
0.12572207868051199,0.99995126421029978,0.018000000000000002
0.12434862132529925,0.99994340253901726,0.019000000000000003
0.12304084114922008,0.99993459435740839,0.02
0.12179559754376368,0.99992475829532179,0.021000000000000001
0.12060990008077038,0.99991380827681065,0.022000000000000002
0.11948090133097676,0.99990165335335579,0.023
0.11840589002597007,0.99988819753408575,0.024
0.11738228454713014,0.99987333961300706,0.025000000000000001
0.11640762672592275,0.9998569729932586,0.026000000000000002
0.11547957594065603,0.99983898550841088,0.027000000000000003
0.11459590349552316,0.9998192592408307,0.028000000000000001
0.11375448726843312,0.99979767033714495,0.029000000000000001
0.11295330661477586,0.99977408882083141,0.030000000000000002
0.11219043751488392,0.99974837840197706,0.031
0.1114640479535367,0.99972039628424969,0.032000000000000001
0.11077239352041193,0.9996899929691293,0.033000000000000002
0.11011381322091821,0.99965701205745938,0.034000000000000002
0.10948672548734908,0.99962129004837819,0.035000000000000003
0.10888962438077916,0.99958265613570285,0.036000000000000004
0.10832107597458118,0.99954093200184191,0.037000000000000005
0.10777971491087932,0.99949593160932593,0.037999999999999999
0.10726424112166889,0.99944746099004678,0.039
0.10677341670672853,0.99939531803231352,0.040000000000000001
0.10630606296082701,0.99933929226583407,0.041000000000000002
0.10586105754308568,0.99927916464475108,0.042000000000000003
0.10543733178169878,0.99921470732886164,0.043000000000000003
0.10503386810753904,0.99914568346317023,0.044000000000000004
0.10464969761048531,0.99907184695592899,0.044999999999999998
0.10428389771260387,0.99899294225533875,0.045999999999999999
0.1039355899525955,0.99890870412508947,0.047
0.10360393787618799,0.99881885741894127,0.048000000000000001
0.10328814502740742,0.99872311685455417,0.049000000000000002
0.10298745303590483,0.99862118678679357,0.050000000000000003
0.10270113979574461,0.99851276098075381,0.051000000000000004
0.1024285177312812,0.99839752238475765,0.052000000000000005
0.10216893214595969,0.99827514290360675,0.053000000000000005
0.10192175965007483,0.99814528317238016,0.053999999999999999
0.10168640666371276,0.99800759233108627,0.055
0.10146230799128061,0.99786170780050731,0.056000000000000001
0.10124892546420025,0.99770725505958302,0.057000000000000002
0.10104574664850693,0.99754384742470681,0.058000000000000003
0.10085228361424928,0.99737108583133183,0.059000000000000004
0.10066807176373491,0.99718855861829936,0.060000000000000005
0.10049266871580829,0.99699584131533203,0.060999999999999999
0.10032565324348097,0.99679249643415546,0.062
0.10016662426236321,0.99657807326373515,0.063
0.10001519986746769,0.99635210767014315,0.064000000000000001
0.09987101641607217,0.99611412190159487,0.065000000000000002
0.099733727654438553,0.99586362439922171,0.066000000000000003
0.099603003886291341,0.99560010961417122,0.067000000000000004
0.099478531181058497,0.99532305783166108,0.068000000000000005
0.099360010619973238,0.99503193500263099,0.069000000000000006
0.099247157578226594,0.99472619258367467,0.070000000000000007
0.099139701041446357,0.99440526738596224,0.071000000000000008
0.099037382954861461,0.99406858143388366,0.072000000000000008
0.098939957603588452,0.99371554183418953,0.073000000000000009
0.098847191022552058,0.99334554065642366,0.073999999999999996
0.098758860434622564,0.99295795482547344,0.074999999999999997
0.098674753715620914,0.99255214602710395,0.075999999999999998
0.098594668884906686,0.99212746062735935,0.076999999999999999
0.098518413620325512,0.99168322960675503,0.078
