time,q,dx
0.098445804796351136,0.99121876851020785,0.079000000000000001
0.098376668044313137,0.99073337741368672,0.080000000000000002
0.098310837333653922,0.99022634090858952,0.081000000000000003
0.098248154573209567,0.98969692810488219,0.082000000000000003
0.098188469231557038,0.98914439265406739,0.083000000000000004
0.098131637975515898,0.98856797279306929,0.084000000000000005
0.098077524325936458,0.98796689141014793,0.085000000000000006
0.098025998329947794,0.98734035613398718,0.086000000000000007
0.097976936248878474,0.98668755944710951,0.087000000000000008
0.097930220261100515,0.98600767882480023,0.088000000000000009
0.097885738179083137,0.98529987690073884,0.088999999999999996
0.09784338317997647,0.9845633016605464,0.089999999999999997
0.097803053549078714,0.98379708666447696,0.090999999999999998
0.097764652435570171,0.98300035130048291,0.091999999999999998
0.09772808761992792,0.9821722010688958,0.092999999999999999
0.097693271292462455,0.98131172789996635,0.094
0.097660119842444451,0.98041801050550037,0.095000000000000001
0.097628553657315154,0.9794901147658267,0.096000000000000002
0.097598496931498468,0.97852709415332595,0.097000000000000003
0.097569877484355305,0.97752799019372072,0.098000000000000004
0.097542626586843165,0.97649183296632702,0.099000000000000005
0.097516678796464779,0.9754176416444188,0.10000000000000001
0.097491971800109087,0.97430442507684822,0.10100000000000001
0.097468446264407677,0.97315118241200327,0.10200000000000001
0.097446045693246747,0.97195690376516164,0.10300000000000001
0.097424716292092844,0.97072057093022956,0.10400000000000001
0.097404406838806329,0.96944115813680798,0.10500000000000001
0.097385068560632407,0.96811763285345542,0.106
0.097366655017074338,0.96674895663794569,0.107
0.097349121988367468,0.96533408603523285,0.108
0.097332427369286337,0.96387197352374909,0.109
0.09731653106802976,0.96236156851055854,0.11
0.097301394909941247,0.96080181837578083,0.111
0.097286982545833234,0.95919166956658575,0.112
0.097273259364695247,0.95753006874092339,0.113
0.097260192410576221,0.9558159639610343,0.114
0.097247750303441433,0.95404830593661849,0.115
0.097235903163814016,0.95222604931740751,0.11600000000000001
0.097224622541019878,0.95034815403470319,0.11700000000000001
0.097213881344864056,0.94841358669128473,0.11800000000000001
0.097203653780574092,0.94642132199889861,0.11900000000000001
0.097193915286854421,0.94437034426235456,0.12000000000000001
0.097184642476902852,0.94225964890905423,0.121
0.097175813082247681,0.94008824406256963,0.122
0.097167405899270379,0.93785515215867243,0.123
0.097159400738285454,0.93555941160199929,0.124
0.097151778375055425,0.93320007846129971,0.125
0.097144520504624077,0.93077622820099137,0.126
0.097137609697357546,0.92828695744649781,0.127
0.097131029357087381,0.9257313857806112,0.128
0.097124763681255138,0.92310865756786675,0.129
0.097118797622962855,0.92041794380368169,0.13
0.097113116854838269,0.91765844398474983,0.13100000000000001
0.097107707734627846,0.91482938799694868,0.13200000000000001
0.097102557272435205,0.91193003801676398,0.13300000000000001
0.097097653099526157,0.90895969042199798,0.13400000000000001
0.09709298343862538,0.90591767770729259,0.13500000000000001
0.097088537075633558,0.90280337039976999,0.13600000000000001
0.097084303332696964,0.89961617896987156,0.13700000000000001
0.097080272042564753,0.89635555573226566,0.13800000000000001
0.097076433524172515,0.89302099673149959,0.13900000000000001
0.097072778559393419,0.88961204360688007,0.14000000000000001
0.097069298370901058,0.88612828543090671,0.14100000000000001
0.097065984601090838,0.88256936051542134,0.14200000000000002
0.097062829292009378,0.87893495817950862,0.14300000000000002
0.097059824866243635,0.8752248204730757,0.14400000000000002
0.097056964108723928,0.87143874384993714,0.14500000000000002
0.097054240149397022,0.86757658078418121,0.14599999999999999
0.097051646446727868,0.86363824132354317,0.14699999999999999
0.097049176771990264,0.85962369457350762,0.14799999999999999
0.097046825194308614,0.85553297010587392,0.14899999999999999
0.097044586066415126,0.85136615928556802,0.14999999999999999
0.097042454011087964,0.84712341650956424,0.151
0.097040423908237972,0.8428049603518879,0.152
0.097038490882612863,0.83841107460881492,0.153
0.09703665029208941,0.83394210923856082,0.154
0.097034897716525473,0.82939848118996051,0.155
0.097033228947145125,0.82478067511488806,0.156
0.097031639976431341,0.82008924395943716,0.157
0.097030126988502025,0.81532480942919827,0.158
0.097028686349946269,0.81048806232431314,0.159
0.097027314601098771,0.8055797627403537,0.16
0.097026008447731488,0.80060074013148907,0.161
0.097024764753142673,0.79555189323282804,0.16200000000000001
0.097023580530624098,0.79043418983929192,0.16300000000000001
0.097022452936288542,0.78524866643885594,0.16400000000000001
0.097021379262240276,0.77999642769850708,0.16500000000000001
0.097020356930072063,0.77467864580179513,0.16600000000000001
0.097019383484673205,0.76929655963740229,0.16700000000000001
0.097018456588333635,0.76385147383871388,0.16800000000000001
0.097017574015129893,0.75834475767495269,0.16900000000000001
0.097016733645579722,0.75277784379501356,0.17000000000000001
0.097015933461552073,0.74715222682572568,0.17100000000000001
0.097015171541420669,0.74146946182685736,0.17200000000000001
0.097014446055449191,0.73573116260575744,0.17300000000000001
0.0970137552613973,0.72993899989511646,0.17400000000000002
0.097013097500336584,0.72409469939788973,0.17500000000000002
0.097012471192666719,0.7182000397039866,0.17600000000000002
0.097011874834322082,0.71225685008386685,0.17699999999999999
0.097011306993159782,0.70626700816470345,0.17799999999999999
0.097010766305520371,0.70023243749526531,0.17899999999999999
0.097010251472953071,0.69415510500613864,0.17999999999999999
0.097009761259097521,0.6880370183723451,0.18099999999999999
0.097009294486714762,0.68188022328581532,0.182
0.097008850034860025,0.67568680064554332,0.183
0.097008426836190889,0.66945886367357788,0.184
0.097008023874404034,0.6631985549652919,0.185
0.097007640181794585,0.65690804348262222,0.186
0.097007274836932278,0.65058952149916527,0.187
0.097006926962448545,0.64424520150618103,0.188
0.097006595722929634,0.63787731308866458,0.189
0.097006280322910324,0.63148809978070564,0.19
0.097005980004963618,0.62507981590938577,0.191
0.097005694047881855,0.61865472343642669,0.192
0.097005421764944713,0.61221508880673681,0.193
0.097005162502270009,0.60576317981288252,0.19400000000000001
0.097004915637243533,0.59930126248435478,0.19500000000000001
0.09700468057702373,0.59283159801029728,0.19600000000000001
0.097004456757118093,0.58635643970412432,0.19700000000000001
0.097004243640027507,0.57987803001817317,0.19800000000000001
0.097004040713955422,0.57339859761622947,0.19900000000000001
