time,collision-num,trajectory-num,success
0.838147,2,25,1
0.728429,2,26,1
0.939745,2,26,1
0.863381,2,26,1
0.708569,2,26,1
0.860109,2,26,1
0.885291,2,26,1
0.708808,2,26,1
0.849951,2,26,1
0.846061,2,26,1
0.717613,2,26,1
0.874511,2,27,1
0.902109,2,27,1
0.747325,2,27,1
0.869769,2,27,1
0.900231,2,27,1
0.737585,2,27,1
0.87255,2,27,1
0.898699,2,27,1
0.734013,2,27,1
0.880416,2,27,1
0.911695,2,28,1
0.895457,2,28,1
0.773534,2,28,1
0.908287,2,28,1
0.94705,2,28,1
0.778384,2,28,1
0.911524,2,28,1
0.912113,2,28,1
0.915499,2,28,1
0.86037,2,28,1
0.941054,2,29,1
0.938271,2,29,1
0.793016,2,29,1
0.949492,2,29,1
0.93268,2,29,1
0.943599,2,29,1
0.80084,2,29,1
0.94249,2,29,1
0.937934,2,29,1
0.952808,2,29,1
0.487608,3,11,1
0.485344,3,11,1
0.632289,3,11,1
0.481863,3,11,1
0.489135,3,11,1
0.638915,3,11,1
0.48501,3,11,1
0.480928,3,11,1
0.636883,3,11,1
0.547506,3,11,1
0.553067,3,12,1
0.791452,3,12,1
0.572658,3,12,1
0.571454,3,12,1
0.838601,3,12,1
0.598095,3,12,1
0.521978,3,12,1
0.704961,3,12,1
0.563247,3,12,1
0.705197,3,12,1
0.621457,3,13,1
0.606336,3,13,1
0.95425,3,13,1
0.547012,3,13,1
0.547168,3,13,1
0.698347,3,13,1
0.553832,3,13,1
0.696455,3,13,1
0.569549,3,13,1
0.597786,3,13,1
0.751247,3,14,1
0.593095,3,14,1
0.751266,3,14,1
0.596001,3,14,1
0.584453,3,14,1
0.730923,3,14,1
0.584811,3,14,1
0.7285,3,14,1
0.584865,3,14,1
0.581799,3,14,1
0.758348,3,15,1
0.614268,3,15,1
0.771054,3,15,1
0.604945,3,15,1
0.757053,3,15,1
0.604886,3,15,1
0.610979,3,15,1
0.750907,3,15,1
0.611436,3,15,1
0.75099,3,15,1
0.635073,3,16,1
0.820258,3,16,1
0.710183,3,16,1
0.839331,3,16,1
0.69495,3,16,1
0.790834,3,16,1
0.633489,3,16,1
0.63346,3,16,1
0.783413,3,16,1
0.637319,3,16,1
0.810132,3,17,1
0.670835,3,17,1
0.805173,3,17,1
0.666286,3,17,1
0.899295,3,17,1
0.708544,3,17,1
0.868701,3,17,1
0.677475,3,17,1
0.819754,3,17,1
0.666321,3,17,1
0.850826,3,18,1
0.740778,3,18,1
0.862321,3,18,1
0.73617,3,18,1
0.864244,3,18,1
0.709163,3,18,1
0.854129,3,18,1
0.706836,3,18,1
0.848449,3,18,1
0.708461,3,18,1
0.874316,3,19,1
0.746827,3,19,1
0.887928,3,19,1
0.891988,3,19,1
0.760615,3,19,1
0.878992,3,19,1
0.7515,3,19,1
0.894091,3,19,1
0.760468,3,19,1
0.914467,3,19,1
0.794871,3,20,1
0.94818,3,20,1
0.771168,3,20,1
0.969543,3,20,1
0.784897,3,20,1
1.0067,3,20,1
0.955083,3,20,1
0.77687,3,20,1
1.18318,3,20,1
0.882392,3,20,1
0.955933,3,21,1
0.80383,3,21,1
0.931981,3,21,1
0.936734,3,21,1
0.812228,3,21,1
0.961218,3,21,1
0.89484,3,21,1
1.00475,3,21,1
0.93767,3,21,1
0.808874,3,21,1
0.971998,3,22,1
0.81969,3,22,1
0.964136,3,22,1
0.969413,3,22,1
0.824564,3,22,1
0.965365,3,22,1
0.81763,3,22,1
1.12242,3,22,1
1.15093,3,22,1
0.904454,3,22,1
1.15622,3,23,1
0.952398,3,23,1
1.00537,3,23,1
1.00252,3,23,1
0.866607,3,23,1
1.02577,3,23,1
1.0103,3,23,1
0.996173,3,23,1
1.23898,3,23,1
1.18363,3,23,1
1.0134,3,24,1
1.04766,3,24,1
1.1771,3,24,1
0.922462,3,24,1
1.07546,3,24,1
1.03135,3,24,1
0.896066,3,24,1
1.02965,3,24,1
0.892965,3,24,1
1.05654,3,24,1
1.28903,3,25,1
1.09707,3,25,1
0.942319,3,25,1
1.13998,3,25,1
1.13896,3,25,1
0.948923,3,25,1
1.24646,3,25,1
1.17343,3,25,1
0.975431,3,25,1
1.15628,3,25,1
1.33646,3,26,1
1.05362,3,26,1
1.09762,3,26,1
1.10498,3,26,1
1.09541,3,26,1
0.945913,3,26,1
1.21017,3,26,1
1.26465,3,26,1
0.999335,3,26,1
1.13727,3,26,1
1.13019,3,27,1
1.14748,3,27,1
1.00375,3,27,1
1.14738,3,27,1
1.13899,3,27,1
1.13281,3,27,1
1.10063,3,27,1
1.35283,3,27,1
1.21155,3,27,1
1.23269,3,27,1
1.1539,3,28,1
1.20436,3,28,1
1.16501,3,28,1
1.1535,3,28,1
1.00884,3,28,1
1.17315,3,28,1
1.16458,3,28,1
1.19035,3,28,1
1.03647,3,28,1
1.20163,3,28,1
1.21434,3,29,1
1.26275,3,29,1
1.19363,3,29,1
1.07794,3,29,1
1.18653,3,29,1
1.19103,3,29,1
1.19368,3,29,1
1.04295,3,29,1
1.20208,3,29,1
1.25442,3,29,1
1.02293,4,11,1
0.851393,4,11,1
1.02793,4,11,1
1.01891,4,11,1
0.854575,4,11,1
1.00885,4,11,1
1.01575,4,11,1
0.980037,4,11,1
0.985701,4,11,1
1.21332,4,11,1
1.25229,4,12,1
0.911323,4,12,1
1.06845,4,12,1
1.07088,4,12,1
1.18821,4,12,1
1.14197,4,12,1
1.28286,4,12,1
1.20192,4,12,1
0.921434,4,12,1
1.08059,4,12,1
1.14789,4,13,1
1.2476,4,13,1
1.11676,4,13,1
1.01979,4,13,1
1.1312,4,13,1
1.23876,4,13,1
1.21518,4,13,1
0.964964,4,13,1
1.11559,4,13,1
1.13601,4,13,1
1.22888,4,14,1
1.15573,4,14,1
1.01886,4,14,1
1.16155,4,14,1
1.1736,4,14,1
1.17267,4,14,1
1.16732,4,14,1
1.12374,4,14,1
1.02554,4,14,1
1.14971,4,14,1
1.21083,4,15,1
1.20507,4,15,1
1.24744,4,15,1
1.21398,4,15,1
1.06266,4,15,1
1.21182,4,15,1
1.21339,4,15,1
1.44108,4,15,1
1.22282,4,15,1
1.22051,4,15,1
1.28765,4,16,1
1.27136,4,16,1
1.25446,4,16,1
1.14184,4,16,1
1.27617,4,16,1
1.51966,4,16,1
1.55942,4,16,1
1.28222,4,16,1
1.27957,4,16,1
1.28942,4,16,1
1.33021,4,17,1
1.32183,4,17,1
1.32565,4,17,1
1.32679,4,17,1
1.31847,4,17,1
1.3171,4,17,1
1.33812,4,17,1
1.31145,4,17,1
1.30813,4,17,1
1.20023,4,17,1
1.37833,4,18,1
1.43851,4,18,1
1.44101,4,18,1
1.36348,4,18,1
1.38254,4,18,1
1.38117,4,18,1
1.37604,4,18,1
1.37642,4,18,1
1.38102,4,18,1
1.40041,4,18,1
1.55453,4,19,1
1.45416,4,19,1
1.67173,4,19,1
1.48183,4,19,1
1.75614,4,19,1
1.51207,4,19,1
1.72556,4,19,1
1.74475,4,19,1
1.85014,4,19,1
1.70859,4,19,1
1.78074,4,20,1
1.78702,4,20,1
1.82457,4,20,1
1.533,4,20,1
1.47554,4,20,1
1.49017,4,20,1
1.49112,4,20,1
1.47584,4,20,1
1.62306,4,20,1
1.48133,4,20,1
1.51675,4,21,1
1.51726,4,21,1
1.59508,4,21,1
1.56669,4,21,1
1.5834,4,21,1
1.54571,4,21,1
1.70646,4,21,1
1.59707,4,21,1
1.57738,4,21,1
1.80549,4,21,1
1.65794,4,22,1
1.62499,4,22,1
1.5858,4,22,1
1.96294,4,22,1
1.94179,4,22,1
1.95495,4,22,1
1.91236,4,22,1
1.94727,4,22,1
1.92076,4,22,1
2.15479,4,22,1
1.70175,4,23,1
1.84887,4,23,1
1.72872,4,23,1
1.6982,4,23,1
1.97909,4,23,1
1.66246,4,23,1
1.65331,4,23,1
1.74154,4,23,1
2.00885,4,23,1
1.69078,4,23,1
1.72001,4,24,1
1.69572,4,24,1
1.84175,4,24,1
1.75348,4,24,1
1.69172,4,24,1
1.70454,4,24,1
1.85605,4,24,1
1.78785,4,24,1
1.82248,4,24,1
1.71047,4,24,1
1.98754,4,25,1
1.74605,4,25,1
1.75088,4,25,1
2.08146,4,25,1
1.74422,4,25,1
1.74072,4,25,1
2.00693,4,25,1
1.77862,4,25,1
1.77997,4,25,1
1.93577,4,25,1
1.97594,4,26,1
1.86642,4,26,1
2.05238,4,26,1
1.84284,4,26,1
1.87688,4,26,1
1.97094,4,26,1
1.80209,4,26,1
1.80888,4,26,1
1.95957,4,26,1
1.80762,4,26,1
2.02658,4,27,1
1.96066,4,27,1
1.99476,4,27,1
2.25652,4,27,1
2.05943,4,27,1
2.20826,4,27,1
1.91357,4,27,1
1.91,4,27,1
2.08034,4,27,1
1.9225,4,27,1
2.22492,4,28,1
2.06312,4,28,1
2.11051,4,28,1
2.08234,4,28,1
2.13567,4,28,1
1.91448,4,28,1
1.90221,4,28,1
2.0509,4,28,1
1.89379,4,28,1
2.06685,4,28,1
1.93254,4,29,1
2.11684,4,29,1
1.93,4,29,1
2.10487,4,29,1
1.94035,4,29,1
2.10578,4,29,1
1.92808,4,29,1
2.09761,4,29,1
1.93077,4,29,1
2.40354,4,29,1
0.896051,5,11,1
1.05878,5,11,1
1.05835,5,11,1
0.899275,5,11,1
1.06919,5,11,1
1.06946,5,11,1
1.05412,5,11,1
0.923158,5,11,1
1.07353,5,11,1
1.08024,5,11,1
1.00808,5,12,1
1.12026,5,12,1
1.12951,5,12,1
1.09737,5,12,1
0.998552,5,12,1
1.11552,5,12,1
1.12374,5,12,1
0.976082,5,12,1
1.13204,5,12,1
1.13999,5,12,1
1.19462,5,13,1
1.04401,5,13,1
1.22593,5,13,1
1.20559,5,13,1
1.17977,5,13,1
1.1584,5,13,1
1.03952,5,13,1
1.20528,5,13,1
1.24403,5,13,1
1.18746,5,13,1
1.08534,5,14,1
1.27339,5,14,1
1.26826,5,14,1
1.25886,5,14,1
1.25185,5,14,1
1.21905,5,14,1
1.09386,5,14,1
1.22729,5,14,1
1.29788,5,14,1
1.3972,5,14,1
1.30458,5,15,1
1.32096,5,15,1
1.17217,5,15,1
1.315,5,15,1
1.31823,5,15,1
1.31297,5,15,1
1.32101,5,15,1
1.32315,5,15,1
1.33402,5,15,1
1.30472,5,15,1
1.27488,5,16,1
1.54604,5,16,1
1.50036,5,16,1
1.39278,5,16,1
1.36067,5,16,1
1.37183,5,16,1
1.35201,5,16,1
1.35295,5,16,1
1.33878,5,16,1
1.5042,5,16,1
1.44015,5,17,1
1.41473,5,17,1
1.45031,5,17,1
1.28609,5,17,1
1.41302,5,17,1
1.42726,5,17,1
1.44918,5,17,1
1.52931,5,17,1
1.51275,5,17,1
1.41225,5,17,1
1.48066,5,18,1
1.46855,5,18,1
1.66629,5,18,1
1.80368,5,18,1
1.53103,5,18,1
1.48459,5,18,1
1.57327,5,18,1
1.63809,5,18,1
1.58663,5,18,1
1.47084,5,18,1
1.53972,5,19,1
1.51192,5,19,1
1.49074,5,19,1
1.48088,5,19,1
1.70088,5,19,1
1.5073,5,19,1
1.50644,5,19,1
1.8092,5,19,1
1.63907,5,19,1
1.51134,5,19,1
1.55882,5,20,1
1.55663,5,20,1
1.54694,5,20,1
1.54797,5,20,1
1.59713,5,20,1
1.54091,5,20,1
1.54106,5,20,1
1.55515,5,20,1
1.55154,5,20,1
1.55554,5,20,1
1.73123,5,21,1
1.6259,5,21,1
1.59783,5,21,1
1.58837,5,21,1
1.60349,5,21,1
1.59751,5,21,1
1.59388,5,21,1
1.60446,5,21,1
1.72401,5,21,1
1.63543,5,21,1
1.66093,5,22,1
1.6945,5,22,1
1.78923,5,22,1
1.70773,5,22,1
1.68576,5,22,1
1.82218,5,22,1
1.66195,5,22,1
1.66079,5,22,1
1.65093,5,22,1
1.65397,5,22,1
2.10189,5,23,1
1.74454,5,23,1
1.70428,5,23,1
1.71709,5,23,1
1.80826,5,23,1
1.89121,5,23,1
1.73844,5,23,1
1.75721,5,23,1
1.70199,5,23,1
1.84774,5,23,1
1.80407,5,24,1
1.78388,5,24,1
1.78788,5,24,1
1.96082,5,24,1
2.08227,5,24,1
1.87979,5,24,1
1.81767,5,24,1
1.93352,5,24,1
1.78014,5,24,1
1.77864,5,24,1
1.96288,5,25,1
1.86374,5,25,1
1.82343,5,25,1
1.84101,5,25,1
2.00879,5,25,1
1.83884,5,25,1
1.83666,5,25,1
1.99233,5,25,1
1.84321,5,25,1
1.84148,5,25,1
2.06024,5,26,1
1.91768,5,26,1
2.11433,5,26,1
2.11488,5,26,1
1.94438,5,26,1
2.04892,5,26,1
1.95519,5,26,1
1.92159,5,26,1
2.06959,5,26,1
1.92091,5,26,1
2.0969,5,27,1
2.21757,5,27,1
2.02762,5,27,1
2.19369,5,27,1
1.95515,5,27,1
1.94454,5,27,1
2.09436,5,27,1
2.04124,5,27,1
2.17804,5,27,1
2.0359,5,27,1
2.19332,5,28,1
2.0701,5,28,1
2.09069,5,28,1
2.33502,5,28,1
2.13052,5,28,1
2.34032,5,28,1
1.97643,5,28,1
2.18589,5,28,1
1.99546,5,28,1
2.40343,5,28,1
2.06058,5,29,1
2.18729,5,29,1
2.07815,5,29,1
2.19891,5,29,1
2.07718,5,29,1
2.22672,5,29,1
2.13014,5,29,1
2.24712,5,29,1
2.25476,5,29,1
2.27308,5,29,1
1.20748,6,11,1
1.4014,6,11,1
1.44316,6,11,1
1.36629,6,11,1
1.49511,6,11,1
1.36998,6,11,1
1.35799,6,11,1
1.3832,6,11,1
1.45141,6,11,1
1.31304,6,11,1
1.54824,6,12,1
1.42678,6,12,1
1.44682,6,12,1
1.27951,6,12,1
1.43988,6,12,1
1.48298,6,12,1
1.37841,6,12,1
1.26402,6,12,1
1.40672,6,12,1
1.44567,6,12,1
1.49168,6,13,1
1.37394,6,13,1
1.8456,6,13,1
1.69642,6,13,1
1.47344,6,13,1
1.31878,6,13,1
1.53032,6,13,1
1.49758,6,13,1
1.63782,6,13,1
1.53006,6,13,1
1.52999,6,14,1
1.67373,6,14,1
1.79372,6,14,1
1.6623,6,14,1
1.58789,6,14,1
1.55976,6,14,1
1.45532,6,14,1
1.61914,6,14,1
1.61664,6,14,1
1.6815,6,14,1
1.6632,6,15,1
1.64538,6,15,1
1.52073,6,15,1
1.69739,6,15,1
1.71586,6,15,1
1.70655,6,15,1
1.68045,6,15,1
1.67512,6,15,1
1.96629,6,15,1
1.87024,6,15,1
1.79387,6,16,1
1.71977,6,16,1
1.72745,6,16,1
1.70193,6,16,1
1.83537,6,16,1
1.76497,6,16,1
1.70876,6,16,1
1.78128,6,16,1
1.83707,6,16,1
1.69179,6,16,1
1.99749,6,17,1
1.89978,6,17,1
1.87928,6,17,1
1.75988,6,17,1
1.79382,6,17,1
1.65567,6,17,1
1.74457,6,17,1
1.75328,6,17,1
1.75955,6,17,1
1.74223,6,17,1
1.81011,6,18,1
1.99548,6,18,1
1.80724,6,18,1
2.01008,6,18,1
1.96396,6,18,1
1.85454,6,18,1
1.79383,6,18,1
1.79942,6,18,1
1.84702,6,18,1
1.81347,6,18,1
1.91254,6,19,1
1.9713,6,19,1
1.95842,6,19,1
2.07819,6,19,1
1.89622,6,19,1
1.8856,6,19,1
1.90186,6,19,1
1.94649,6,19,1
1.94802,6,19,1
1.92363,6,19,1
1.97782,6,20,1
1.95275,6,20,1
1.95014,6,20,1
1.99981,6,20,1
1.96955,6,20,1
2.2441,6,20,1
2.07074,6,20,1
2.07285,6,20,1
2.02043,6,20,1
1.97481,6,20,1
2.03155,6,21,1
2.00066,6,21,1
2.02681,6,21,1
1.99063,6,21,1
2.02455,6,21,1
2.06238,6,21,1
2.18472,6,21,1
2.05215,6,21,1
2.05498,6,21,1
2.03732,6,21,1
2.10707,6,22,1
2.0635,6,22,1
2.11416,6,22,1
2.26919,6,22,1
2.23653,6,22,1
2.08493,6,22,1
2.07935,6,22,1
2.14109,6,22,1
2.32641,6,22,1
2.13191,6,22,1
2.14013,6,23,1
2.50892,6,23,1
2.26634,6,23,1
2.34351,6,23,1
2.2239,6,23,1
2.20613,6,23,1
2.16818,6,23,1
2.29813,6,23,1
