time,collision-num,trajectory-num,success,q
4.67458,17,25,1,0.339031
4.88359,17,26,1,0.363248
4.95962,17,27,1,0.387464
5.13483,17,28,1,0.411681
5.28705,17,29,1,0.435897
2.65686,18,11,1,0.0
2.92025,18,12,1,0.025641
3.03804,18,13,1,0.051282
3.21265,18,14,1,0.076923
3.42891,18,15,1,0.102564
3.53226,18,16,1,0.128205
3.60475,18,17,1,0.153846
3.77119,18,18,1,0.179487
3.91939,18,19,1,0.205128
4.08068,18,20,1,0.230769
4.27426,18,21,1,0.25641
4.35863,18,22,1,0.282051
4.68518,18,23,1,0.307692
4.66273,18,24,1,0.333333
4.83029,18,25,1,0.358974
4.99184,18,26,1,0.384615
5.18344,18,27,1,0.410256
5.19486,18,28,1,0.435897
5.34789,18,29,1,0.461538
2.67394,19,11,1,0.0
2.77373,19,12,1,0.027066
3.0501,19,13,1,0.054131
3.20225,19,14,1,0.081197
3.38566,19,15,1,0.108262
3.51118,19,16,1,0.135328
3.65554,19,17,1,0.162393
3.84862,19,18,1,0.189459
3.94378,19,19,1,0.216524
4.04076,19,20,1,0.24359
4.28541,19,21,1,0.270655
4.35011,19,22,1,0.297721
4.52747,19,23,1,0.324786
4.68176,19,24,1,0.351852
4.99166,19,25,1,0.378917
5.05346,19,26,1,0.405983
5.26384,19,27,1,0.433048
5.33141,19,28,1,0.460114
5.58886,19,29,1,0.487179
2.75949,20,11,1,0.0
2.9131,20,12,1,0.02849
3.05862,20,13,1,0.05698
3.18367,20,14,1,0.08547
3.4604,20,15,1,0.11396
3.56452,20,16,1,0.14245
3.74986,20,17,1,0.17094
3.87266,20,18,1,0.19943
4.04598,20,19,1,0.22792
4.15777,20,20,1,0.25641
4.28529,20,21,1,0.2849
4.48239,20,22,1,0.31339
4.58226,20,23,1,0.34188
4.77644,20,24,1,0.37037
5.1845,20,25,1,0.39886
5.17049,20,26,1,0.42735
5.39756,20,27,1,0.45584
5.66645,20,28,1,0.48433
5.66995,20,29,1,0.512821
3.12661,21,11,1,0.0
3.29203,21,12,1,0.029915
3.57235,21,13,1,0.059829
3.73514,21,14,1,0.089744
4.04054,21,15,1,0.119658
4.17341,21,16,1,0.149573
4.275,21,17,1,0.179487
4.49296,21,18,1,0.209402
4.66766,21,19,1,0.239316
4.81787,21,20,1,0.269231
4.94636,21,21,1,0.299145
5.13113,21,22,1,0.32906
5.32732,21,23,1,0.358974
5.51555,21,24,1,0.388889
5.72879,21,25,1,0.418803
5.90119,21,26,1,0.448718
6.12654,21,27,1,0.478632
6.27929,21,28,1,0.508547
6.34037,21,29,1,0.538462
3.42204,22,11,1,0.0
3.5455,22,12,1,0.031339
3.84945,22,13,1,0.062678
4.04052,22,14,1,0.094017
4.21768,22,15,1,0.125356
4.44758,22,16,1,0.156695
4.62729,22,17,1,0.188034
4.78107,22,18,1,0.219373
4.94676,22,19,1,0.250712
5.14921,22,20,1,0.282051
5.32819,22,21,1,0.31339
5.48973,22,22,1,0.344729
5.74907,22,23,1,0.376068
6.00462,22,24,1,0.407407
6.33804,22,25,1,0.438746
6.37363,22,26,1,0.470085
6.59922,22,27,1,0.501425
6.84627,22,28,1,0.532764
6.88915,22,29,1,0.564103
3.42054,23,11,1,0.0
3.67193,23,12,1,0.032764
3.8817,23,13,1,0.065527
4.05162,23,14,1,0.098291
4.23857,23,15,1,0.131054
4.52263,23,16,1,0.163818
4.66703,23,17,1,0.196581
4.83091,23,18,1,0.229345
5.0792,23,19,1,0.262108
5.27419,23,20,1,0.294872
5.34372,23,21,1,0.327635
5.60442,23,22,1,0.360399
5.76315,23,23,1,0.393162
6.06463,23,24,1,0.425926
6.27307,23,25,1,0.458689
6.51591,23,26,1,0.491453
6.79989,23,27,1,0.524217
6.92114,23,28,1,0.55698
7.05298,23,29,1,0.589744
3.53421,24,11,1,0.0
3.67536,24,12,1,0.034188
3.96337,24,13,1,0.068376
4.11219,24,14,1,0.102564
4.36281,24,15,1,0.136752
4.69208,24,16,1,0.17094
4.80113,24,17,1,0.205128
5.00833,24,18,1,0.239316
5.13075,24,19,1,0.273504
5.27996,24,20,1,0.307692
5.53513,24,21,1,0.34188
5.78869,24,22,1,0.376068
5.96054,24,23,1,0.410256
6.15796,24,24,1,0.444444
6.41666,24,25,1,0.478632
6.56091,24,26,1,0.512821
6.85254,24,27,1,0.547009
7.02007,24,28,1,0.581197
7.1368,24,29,1,0.615385
3.59294,25,11,1,0.0
3.81401,25,12,1,0.035613
4.0749,25,13,1,0.071225
4.29794,25,14,1,0.106838
4.49239,25,15,1,0.14245
4.72811,25,16,1,0.178063
4.93974,25,17,1,0.213675
5.12894,25,18,1,0.249288
5.29294,25,19,1,0.2849
5.50847,25,20,1,0.320513
5.6289,25,21,1,0.356125
5.88287,25,22,1,0.391738
6.12289,25,23,1,0.42735
